2	3	7	8	12	13	20	21	24	22	19	18	17	15	1	
2	3	7	8	12	13	20	23	24	22	19	18	17	15	1	
2	3	7	8	12	13	21	23	24	22	19	18	17	15	1	
2	3	7	8	12	16	20	21	23	1	22	19	18	17	25	
2	3	7	8	12	16	20	21	24	1	22	19	18	17	25	
2	3	7	8	12	16	20	23	24	1	22	19	18	17	25	
2	3	7	8	12	16	21	23	24	1	22	19	18	17	25	
2	3	7	8	12	20	21	23	24	1	22	19	18	17	25	
2	3	7	8	13	16	20	21	23	22	19	18	17	15	1	
2	3	7	8	13	16	20	21	24	22	19	18	17	15	1	
2	3	7	8	13	16	20	23	24	22	19	18	17	15	1	
2	3	7	8	13	16	21	23	24	22	19	18	17	15	1	
2	3	7	8	13	20	21	23	24	22	19	18	17	15	1	
2	3	7	8	16	20	21	23	24	1	22	19	18	17	25	
2	3	7	10	12	13	16	20	21	22	19	18	17	15	1	
2	3	7	10	12	13	16	20	23	22	19	18	17	15	1	
2	3	7	10	12	13	16	20	24	22	19	18	17	15	1	
2	3	7	10	12	13	16	21	23	22	19	18	17	15	1	
2	3	7	10	12	13	16	21	24	22	19	18	17	15	1	
2	3	7	10	12	13	16	23	24	22	19	18	17	15	1	
2	3	7	10	12	13	20	21	23	22	19	18	17	15	1	
2	3	7	10	12	13	20	21	24	22	19	18	17	15	1	
2	3	7	10	12	13	20	23	24	22	19	18	17	15	1	
2	3	7	10	12	13	21	23	24	22	19	18	17	15	1	
2	3	7	10	12	16	20	21	23	1	22	19	18	17	25	
2	3	7	10	12	16	20	21	24	1	22	19	18	17	25	
2	3	7	10	12	16	20	23	24	1	22	19	18	17	25	
2	3	7	10	12	16	21	23	24	1	22	19	18	17	25	
2	3	7	10	12	20	21	23	24	1	22	19	18	17	25	
2	3	7	10	13	16	20	21	23	22	19	18	17	15	1	
2	3	7	10	13	16	20	21	24	22	19	18	17	15	1	
2	3	7	10	13	16	20	23	24	22	19	18	17	15	1	
2	3	7	10	13	16	21	23	24	22	19	18	17	15	1	
2	3	7	10	13	20	21	23	24	22	19	18	17	15	1	
2	3	7	10	16	20	21	23	24	1	22	19	18	17	25	
2	3	7	12	13	16	20	21	23	22	19	18	17	15	1	
2	3	7	12	13	16	20	21	24	22	19	18	17	15	1	
2	3	7	12	13	16	20	23	24	22	19	18	17	15	1	
2	3	7	12	13	16	21	23	24	22	19	18	17	15	1	
2	3	7	12	13	20	21	23	24	22	19	18	17	15	1	
2	3	7	12	16	20	21	23	24	1	22	19	18	17	25	
2	3	7	13	16	20	21	23	24	22	19	18	17	15	1	
2	3	8	10	12	13	16	20	21	22	19	18	17	15	1	
2	3	8	10	12	13	16	20	23	22	19	18	17	15	1	
2	3	8	10	12	13	16	20	24	22	19	18	17	15	1	
2	3	8	10	12	13	16	21	23	22	19	18	17	15	1	
2	3	8	10	12	13	16	21	24	22	19	18	17	15	1	
2	3	8	10	12	13	16	23	24	22	19	18	17	15	1	
2	3	8	10	12	13	20	21	23	22	19	18	17	15	1	
2	3	8	10	12	13	20	21	24	22	19	18	17	15	1	
2	3	8	10	12	13	20	23	24	22	19	18	17	15	1	
2	3	8	10	12	13	21	23	24	22	19	18	17	15	1	
2	3	8	10	12	16	20	21	23	1	22	19	18	17	25	
2	3	8	10	12	16	20	21	24	1	22	19	18	17	25	
2	3	8	10	12	16	20	23	24	1	22	19	18	17	25	
2	3	8	10	12	16	21	23	24	1	22	19	18	17	25	
2	3	8	10	12	20	21	23	24	1	22	19	18	17	25	
2	3	8	10	13	16	20	21	23	22	19	18	17	15	1	
2	3	8	10	13	16	20	21	24	22	19	18	17	15	1	
2	3	8	10	13	16	20	23	24	22	19	18	17	15	1	
2	3	8	10	13	16	21	23	24	22	19	18	17	15	1	
2	3	8	10	13	20	21	23	24	22	19	18	17	15	1	
2	3	8	10	16	20	21	23	24	1	22	19	18	17	25	
2	3	8	12	13	16	20	21	23	22	19	18	17	15	1	
2	3	8	12	13	16	20	21	24	22	19	18	17	15	1	
2	3	8	12	13	16	20	23	24	22	19	18	17	15	1	
2	3	8	12	13	16	21	23	24	22	19	18	17	15	1	
2	3	8	12	13	20	21	23	24	22	19	18	17	15	1	
2	3	8	12	16	20	21	23	24	1	22	19	18	17	25	
2	3	8	13	16	20	21	23	24	22	19	18	17	15	1	
2	3	10	12	13	16	20	21	23	22	19	18	17	15	1	
2	3	10	12	13	16	20	21	24	22	19	18	17	15	1	
2	3	10	12	13	16	20	23	24	22	19	18	17	15	1	
2	3	10	12	13	16	21	23	24	22	19	18	17	15	1	
2	3	10	12	13	20	21	23	24	22	19	18	17	15	1	
2	3	10	12	16	20	21	23	24	1	22	19	18	17	25	
2	3	10	13	16	20	21	23	24	22	19	18	17	15	1	
2	3	12	13	16	20	21	23	24	22	19	18	17	15	1	
2	4	5	6	7	8	10	12	13	22	19	18	17	15	1	
2	4	5	6	7	8	10	12	16	1	22	19	18	17	25	
2	4	5	6	7	8	10	12	20	1	22	19	18	17	25	
2	4	5	6	7	8	10	12	21	1	22	19	18	17	25	
2	4	5	6	7	8	10	12	23	1	22	19	18	17	25	
2	4	5	6	7	8	10	12	24	1	22	19	18	17	25	
2	4	5	6	7	8	10	13	16	22	19	18	17	15	1	
2	4	5	6	7	8	10	13	20	22	19	18	17	15	1	
2	4	5	6	7	8	10	13	21	22	19	18	17	15	1	
2	4	5	6	7	8	10	13	23	22	19	18	17	15	1	
2	4	5	6	7	8	10	13	24	22	19	18	17	15	1	
2	4	5	6	7	8	10	16	20	1	22	19	18	17	25	
2	4	5	6	7	8	10	16	21	1	22	19	18	17	25	
2	4	5	6	7	8	10	16	23	1	22	19	18	17	25	
2	4	5	6	7	8	10	16	24	1	22	19	18	17	25	
2	4	5	6	7	8	10	20	21	1	22	19	18	17	25	
2	4	5	6	7	8	10	20	23	1	22	19	18	17	25	
2	4	5	6	7	8	10	20	24	1	22	19	18	17	25	
2	4	5	6	7	8	10	21	23	1	22	19	18	17	25	
2	4	5	6	7	8	10	21	24	1	22	19	18	17	25	
2	4	5	6	7	8	10	23	24	1	22	19	18	17	25	
2	4	5	6	7	8	12	13	16	22	19	18	17	15	1	
2	4	5	6	7	8	12	13	20	22	19	18	17	15	1	
2	4	5	6	7	8	12	13	21	22	19	18	17	15	1	
2	4	5	6	7	8	12	13	23	22	19	18	17	15	1	
2	4	5	6	7	8	12	13	24	22	19	18	17	15	1	
2	4	5	6	7	8	12	16	20	1	22	19	18	17	25	
2	4	5	6	7	8	12	16	21	1	22	19	18	17	25	
2	4	5	6	7	8	12	16	23	1	22	19	18	17	25	
2	4	5	6	7	8	12	16	24	1	22	19	18	17	25	
2	4	5	6	7	8	12	20	21	1	22	19	18	17	25	
2	4	5	6	7	8	12	20	23	1	22	19	18	17	25	
2	4	5	6	7	8	12	20	24	1	22	19	18	17	25	
2	4	5	6	7	8	12	21	23	1	22	19	18	17	25	
2	4	5	6	7	8	12	21	24	1	22	19	18	17	25	
2	4	5	6	7	8	12	23	24	1	22	19	18	17	25	
2	4	5	6	7	8	13	16	20	22	19	18	17	15	1	
2	4	5	6	7	8	13	16	21	22	19	18	17	15	1	
2	4	5	6	7	8	13	16	23	22	19	18	17	15	1	
2	4	5	6	7	8	13	16	24	22	19	18	17	15	1	
2	4	5	6	7	8	13	20	21	22	19	18	17	15	1	
2	4	5	6	7	8	13	20	23	22	19	18	17	15	1	
2	4	5	6	7	8	13	20	24	22	19	18	17	15	1	
2	4	5	6	7	8	13	21	23	22	19	18	17	15	1	
2	4	5	6	7	8	13	21	24	22	19	18	17	15	1	
2	4	5	6	7	8	13	23	24	22	19	18	17	15	1	
2	4	5	6	7	8	16	20	21	1	22	19	18	17	25	
2	4	5	6	7	8	16	20	23	1	22	19	18	17	25	
2	4	5	6	7	8	16	20	24	1	22	19	18	17	25	
2	4	5	6	7	8	16	21	23	1	22	19	18	17	25	
2	4	5	6	7	8	16	21	24	1	22	19	18	17	25	
2	4	5	6	7	8	16	23	24	1	22	19	18	17	25	
2	4	5	6	7	8	20	21	23	1	22	19	18	17	25	
2	4	5	6	7	8	20	21	24	1	22	19	18	17	25	
2	4	5	6	7	8	20	23	24	1	22	19	18	17	25	
2	4	5	6	7	8	21	23	24	1	22	19	18	17	25	
2	4	5	6	7	10	12	13	16	22	19	18	17	15	1	
2	4	5	6	7	10	12	13	20	22	19	18	17	15	1	
2	4	5	6	7	10	12	13	21	22	19	18	17	15	1	
2	4	5	6	7	10	12	13	23	22	19	18	17	15	1	
2	4	5	6	7	10	12	13	24	22	19	18	17	15	1	
2	4	5	6	7	10	12	16	20	1	22	19	18	17	25	
2	4	5	6	7	10	12	16	21	1	22	19	18	17	25	
2	4	5	6	7	10	12	16	23	1	22	19	18	17	25	
2	4	5	6	7	10	12	16	24	1	22	19	18	17	25	
2	4	5	6	7	10	12	20	21	1	22	19	18	17	25	
2	4	5	6	7	10	12	20	23	1	22	19	18	17	25	
2	4	5	6	7	10	12	20	24	1	22	19	18	17	25	
2	4	5	6	7	10	12	21	23	1	22	19	18	17	25	
2	4	5	6	7	10	12	21	24	1	22	19	18	17	25	
2	4	5	6	7	10	12	23	24	1	22	19	18	17	25	
2	4	5	6	7	10	13	16	20	22	19	18	17	15	1	
2	4	5	6	7	10	13	16	21	22	19	18	17	15	1	
2	4	5	6	7	10	13	16	23	22	19	18	17	15	1	
2	4	5	6	7	10	13	16	24	22	19	18	17	15	1	
2	4	5	6	7	10	13	20	21	22	19	18	17	15	1	
2	4	5	6	7	10	13	20	23	22	19	18	17	15	1	
2	4	5	6	7	10	13	20	24	22	19	18	17	15	1	
2	4	5	6	7	10	13	21	23	22	19	18	17	15	1	
2	4	5	6	7	10	13	21	24	22	19	18	17	15	1	
2	4	5	6	7	10	13	23	24	22	19	18	17	15	1	
2	4	5	6	7	10	16	20	21	1	22	19	18	17	25	
2	4	5	6	7	10	16	20	23	1	22	19	18	17	25	
2	4	5	6	7	10	16	20	24	1	22	19	18	17	25	
2	4	5	6	7	10	16	21	23	1	22	19	18	17	25	
2	4	5	6	7	10	16	21	24	1	22	19	18	17	25	
2	4	5	6	7	10	16	23	24	1	22	19	18	17	25	
2	4	5	6	7	10	20	21	23	1	22	19	18	17	25	
2	4	5	6	7	10	20	21	24	1	22	19	18	17	25	
2	4	5	6	7	10	20	23	24	1	22	19	18	17	25	
2	4	5	6	7	10	21	23	24	1	22	19	18	17	25	
2	4	5	6	7	12	13	16	20	22	19	18	17	15	1	
2	4	5	6	7	12	13	16	21	22	19	18	17	15	1	
2	4	5	6	7	12	13	16	23	22	19	18	17	15	1	
2	4	5	6	7	12	13	16	24	22	19	18	17	15	1	
2	4	5	6	7	12	13	20	21	22	19	18	17	15	1	
2	4	5	6	7	12	13	20	23	22	19	18	17	15	1	
2	4	5	6	7	12	13	20	24	22	19	18	17	15	1	
2	4	5	6	7	12	13	21	23	22	19	18	17	15	1	
2	4	5	6	7	12	13	21	24	22	19	18	17	15	1	
2	4	5	6	7	12	13	23	24	22	19	18	17	15	1	
2	4	5	6	7	12	16	20	21	1	22	19	18	17	25	
2	4	5	6	7	12	16	20	23	1	22	19	18	17	25	
2	4	5	6	7	12	16	20	24	1	22	19	18	17	25	
2	4	5	6	7	12	16	21	23	1	22	19	18	17	25	
2	4	5	6	7	12	16	21	24	1	22	19	18	17	25	
2	4	5	6	7	12	16	23	24	1	22	19	18	17	25	
2	4	5	6	7	12	20	21	23	1	22	19	18	17	25	
2	4	5	6	7	12	20	21	24	1	22	19	18	17	25	
2	4	5	6	7	12	20	23	24	1	22	19	18	17	25	
2	4	5	6	7	12	21	23	24	1	22	19	18	17	25	
2	4	5	6	7	13	16	20	21	22	19	18	17	15	1	
2	4	5	6	7	13	16	20	23	22	19	18	17	15	1	
2	4	5	6	7	13	16	20	24	22	19	18	17	15	1	
2	4	5	6	7	13	16	21	23	22	19	18	17	15	1	
2	4	5	6	7	13	16	21	24	22	19	18	17	15	1	
2	4	5	6	7	13	16	23	24	22	19	18	17	15	1	
2	4	5	6	7	13	20	21	23	22	19	18	17	15	1	
2	4	5	6	7	13	20	21	24	22	19	18	17	15	1	
2	4	5	6	7	13	20	23	24	22	19	18	17	15	1	
2	4	5	6	7	13	21	23	24	22	19	18	17	15	1	
2	4	5	6	7	16	20	21	23	1	22	19	18	17	25	
2	4	5	6	7	16	20	21	24	1	22	19	18	17	25	
2	4	5	6	7	16	20	23	24	1	22	19	18	17	25	
2	4	5	6	7	16	21	23	24	1	22	19	18	17	25	
2	4	5	6	7	20	21	23	24	1	22	19	18	17	25	
2	4	5	6	8	10	12	13	16	22	19	18	17	15	1	
2	4	5	6	8	10	12	13	20	22	19	18	17	15	1	
2	4	5	6	8	10	12	13	21	22	19	18	17	15	1	
2	4	5	6	8	10	12	13	23	22	19	18	17	15	1	
2	4	5	6	8	10	12	13	24	22	19	18	17	15	1	
2	4	5	6	8	10	12	16	20	1	22	19	18	17	25	
2	4	5	6	8	10	12	16	21	1	22	19	18	17	25	
2	4	5	6	8	10	12	16	23	1	22	19	18	17	25	
2	4	5	6	8	10	12	16	24	1	22	19	18	17	25	
2	4	5	6	8	10	12	20	21	1	22	19	18	17	25	
2	4	5	6	8	10	12	20	23	1	22	19	18	17	25	
2	4	5	6	8	10	12	20	24	1	22	19	18	17	25	
2	4	5	6	8	10	12	21	23	1	22	19	18	17	25	
2	4	5	6	8	10	12	21	24	1	22	19	18	17	25	
2	4	5	6	8	10	12	23	24	1	22	19	18	17	25	
2	4	5	6	8	10	13	16	20	22	19	18	17	15	1	
2	4	5	6	8	10	13	16	21	22	19	18	17	15	1	
2	4	5	6	8	10	13	16	23	22	19	18	17	15	1	
2	4	5	6	8	10	13	16	24	22	19	18	17	15	1	
2	4	5	6	8	10	13	20	21	22	19	18	17	15	1	
2	4	5	6	8	10	13	20	23	22	19	18	17	15	1	
2	4	5	6	8	10	13	20	24	22	19	18	17	15	1	
2	4	5	6	8	10	13	21	23	22	19	18	17	15	1	
2	4	5	6	8	10	13	21	24	22	19	18	17	15	1	
2	4	5	6	8	10	13	23	24	22	19	18	17	15	1	
2	4	5	6	8	10	16	20	21	1	22	19	18	17	25	
2	4	5	6	8	10	16	20	23	1	22	19	18	17	25	
2	4	5	6	8	10	16	20	24	1	22	19	18	17	25	
2	4	5	6	8	10	16	21	23	1	22	19	18	17	25	
2	4	5	6	8	10	16	21	24	1	22	19	18	17	25	
2	4	5	6	8	10	16	23	24	1	22	19	18	17	25	
2	4	5	6	8	10	20	21	23	1	22	19	18	17	25	
2	4	5	6	8	10	20	21	24	1	22	19	18	17	25	
2	4	5	6	8	10	20	23	24	1	22	19	18	17	25	
2	4	5	6	8	10	21	23	24	1	22	19	18	17	25	
2	4	5	6	8	12	13	16	20	22	19	18	17	15	1	
2	4	5	6	8	12	13	16	21	22	19	18	17	15	1	
2	4	5	6	8	12	13	16	23	22	19	18	17	15	1	
2	4	5	6	8	12	13	16	24	22	19	18	17	15	1	
2	4	5	6	8	12	13	20	21	22	19	18	17	15	1	
2	4	5	6	8	12	13	20	23	22	19	18	17	15	1	
2	4	5	6	8	12	13	20	24	22	19	18	17	15	1	
2	4	5	6	8	12	13	21	23	22	19	18	17	15	1	
2	4	5	6	8	12	13	21	24	22	19	18	17	15	1	
2	4	5	6	8	12	13	23	24	22	19	18	17	15	1	
2	4	5	6	8	12	16	20	21	1	22	19	18	17	25	
2	4	5	6	8	12	16	20	23	1	22	19	18	17	25	
2	4	5	6	8	12	16	20	24	1	22	19	18	17	25	
2	4	5	6	8	12	16	21	23	1	22	19	18	17	25	
2	4	5	6	8	12	16	21	24	1	22	19	18	17	25	
2	4	5	6	8	12	16	23	24	1	22	19	18	17	25	
2	4	5	6	8	12	20	21	23	1	22	19	18	17	25	
2	4	5	6	8	12	20	21	24	1	22	19	18	17	25	
2	4	5	6	8	12	20	23	24	1	22	19	18	17	25	
2	4	5	6	8	12	21	23	24	1	22	19	18	17	25	
2	4	5	6	8	13	16	20	21	22	19	18	17	15	1	
2	4	5	6	8	13	16	20	23	22	19	18	17	15	1	
2	4	5	6	8	13	16	20	24	22	19	18	17	15	1	
2	4	5	6	8	13	16	21	23	22	19	18	17	15	1	
2	4	5	6	8	13	16	21	24	22	19	18	17	15	1	
2	4	5	6	8	13	16	23	24	22	19	18	17	15	1	
2	4	5	6	8	13	20	21	23	22	19	18	17	15	1	
2	4	5	6	8	13	20	21	24	22	19	18	17	15	1	
2	4	5	6	8	13	20	23	24	22	19	18	17	15	1	
2	4	5	6	8	13	21	23	24	22	19	18	17	15	1	
2	4	5	6	8	16	20	21	23	1	22	19	18	17	25	
2	4	5	6	8	16	20	21	24	1	22	19	18	17	25	
2	4	5	6	8	16	20	23	24	1	22	19	18	17	25	
2	4	5	6	8	16	21	23	24	1	22	19	18	17	25	
2	4	5	6	8	20	21	23	24	1	22	19	18	17	25	
2	4	5	6	10	12	13	16	20	22	19	18	17	15	1	
2	4	5	6	10	12	13	16	21	22	19	18	17	15	1	
2	4	5	6	10	12	13	16	23	22	19	18	17	15	1	
2	4	5	6	10	12	13	16	24	22	19	18	17	15	1	
2	4	5	6	10	12	13	20	21	22	19	18	17	15	1	
2	4	5	6	10	12	13	20	23	22	19	18	17	15	1	
2	4	5	6	10	12	13	20	24	22	19	18	17	15	1	
2	4	5	6	10	12	13	21	23	22	19	18	17	15	1	
2	4	5	6	10	12	13	21	24	22	19	18	17	15	1	
2	4	5	6	10	12	13	23	24	22	19	18	17	15	1	
2	4	5	6	10	12	16	20	21	1	22	19	18	17	25	
2	4	5	6	10	12	16	20	23	1	22	19	18	17	25	
2	4	5	6	10	12	16	20	24	1	22	19	18	17	25	
2	4	5	6	10	12	16	21	23	1	22	19	18	17	25	
2	4	5	6	10	12	16	21	24	1	22	19	18	17	25	
2	4	5	6	10	12	16	23	24	1	22	19	18	17	25	
2	4	5	6	10	12	20	21	23	1	22	19	18	17	25	
2	4	5	6	10	12	20	21	24	1	22	19	18	17	25	
2	4	5	6	10	12	20	23	24	1	22	19	18	17	25	
2	4	5	6	10	12	21	23	24	1	22	19	18	17	25	
2	4	5	6	10	13	16	20	21	22	19	18	17	15	1	
2	4	5	6	10	13	16	20	23	22	19	18	17	15	1	
2	4	5	6	10	13	16	20	24	22	19	18	17	15	1	
2	4	5	6	10	13	16	21	23	22	19	18	17	15	1	
2	4	5	6	10	13	16	21	24	22	19	18	17	15	1	
2	4	5	6	10	13	16	23	24	22	19	18	17	15	1	
2	4	5	6	10	13	20	21	23	22	19	18	17	15	1	
2	4	5	6	10	13	20	21	24	22	19	18	17	15	1	
2	4	5	6	10	13	20	23	24	22	19	18	17	15	1	
2	4	5	6	10	13	21	23	24	22	19	18	17	15	1	
2	4	5	6	10	16	20	21	23	1	22	19	18	17	25	
2	4	5	6	10	16	20	21	24	1	22	19	18	17	25	
2	4	5	6	10	16	20	23	24	1	22	19	18	17	25	
2	4	5	6	10	16	21	23	24	1	22	19	18	17	25	
2	4	5	6	10	20	21	23	24	1	22	19	18	17	25	
2	4	5	6	12	13	16	20	21	22	19	18	17	15	1	
2	4	5	6	12	13	16	20	23	22	19	18	17	15	1	
2	4	5	6	12	13	16	20	24	22	19	18	17	15	1	
2	4	5	6	12	13	16	21	23	22	19	18	17	15	1	
2	4	5	6	12	13	16	21	24	22	19	18	17	15	1	
2	4	5	6	12	13	16	23	24	22	19	18	17	15	1	
2	4	5	6	12	13	20	21	23	22	19	18	17	15	1	
2	4	5	6	12	13	20	21	24	22	19	18	17	15	1	
2	4	5	6	12	13	20	23	24	22	19	18	17	15	1	
2	4	5	6	12	13	21	23	24	22	19	18	17	15	1	
2	4	5	6	12	16	20	21	23	1	22	19	18	17	25	
2	4	5	6	12	16	20	21	24	1	22	19	18	17	25	
2	4	5	6	12	16	20	23	24	1	22	19	18	17	25	
2	4	5	6	12	16	21	23	24	1	22	19	18	17	25	
2	4	5	6	12	20	21	23	24	1	22	19	18	17	25	
2	4	5	6	13	16	20	21	23	22	19	18	17	15	1	
2	4	5	6	13	16	20	21	24	22	19	18	17	15	1	
2	4	5	6	13	16	20	23	24	22	19	18	17	15	1	
2	4	5	6	13	16	21	23	24	22	19	18	17	15	1	
2	4	5	6	13	20	21	23	24	22	19	18	17	15	1	
2	4	5	6	16	20	21	23	24	1	22	19	18	17	25	
2	4	5	7	8	10	12	13	16	22	19	18	17	15	1	
2	4	5	7	8	10	12	13	20	22	19	18	17	15	1	
2	4	5	7	8	10	12	13	21	22	19	18	17	15	1	
2	4	5	7	8	10	12	13	23	22	19	18	17	15	1	
2	4	5	7	8	10	12	13	24	22	19	18	17	15	1	
2	4	5	7	8	10	12	16	20	1	22	19	18	17	25	
2	4	5	7	8	10	12	16	21	1	22	19	18	17	25	
2	4	5	7	8	10	12	16	23	1	22	19	18	17	25	
2	4	5	7	8	10	12	16	24	1	22	19	18	17	25	
2	4	5	7	8	10	12	20	21	1	22	19	18	17	25	
2	4	5	7	8	10	12	20	23	1	22	19	18	17	25	
2	4	5	7	8	10	12	20	24	1	22	19	18	17	25	
2	4	5	7	8	10	12	21	23	1	22	19	18	17	25	
2	4	5	7	8	10	12	21	24	1	22	19	18	17	25	
2	4	5	7	8	10	12	23	24	1	22	19	18	17	25	
2	4	5	7	8	10	13	16	20	22	19	18	17	15	1	
2	4	5	7	8	10	13	16	21	22	19	18	17	15	1	
2	4	5	7	8	10	13	16	23	22	19	18	17	15	1	
2	4	5	7	8	10	13	16	24	22	19	18	17	15	1	
2	4	5	7	8	10	13	20	21	22	19	18	17	15	1	
2	4	5	7	8	10	13	20	23	22	19	18	17	15	1	
2	4	5	7	8	10	13	20	24	22	19	18	17	15	1	
2	4	5	7	8	10	13	21	23	22	19	18	17	15	1	
2	4	5	7	8	10	13	21	24	22	19	18	17	15	1	
2	4	5	7	8	10	13	23	24	22	19	18	17	15	1	
2	4	5	7	8	10	16	20	21	1	22	19	18	17	25	
2	4	5	7	8	10	16	20	23	1	22	19	18	17	25	
2	4	5	7	8	10	16	20	24	1	22	19	18	17	25	
2	4	5	7	8	10	16	21	23	1	22	19	18	17	25	
2	4	5	7	8	10	16	21	24	1	22	19	18	17	25	
2	4	5	7	8	10	16	23	24	1	22	19	18	17	25	
2	4	5	7	8	10	20	21	23	1	22	19	18	17	25	
2	4	5	7	8	10	20	21	24	1	22	19	18	17	25	
2	4	5	7	8	10	20	23	24	1	22	19	18	17	25	
2	4	5	7	8	10	21	23	24	1	22	19	18	17	25	
2	4	5	7	8	12	13	16	20	22	19	18	17	15	1	
2	4	5	7	8	12	13	16	21	22	19	18	17	15	1	
2	4	5	7	8	12	13	16	23	22	19	18	17	15	1	
2	4	5	7	8	12	13	16	24	22	19	18	17	15	1	
2	4	5	7	8	12	13	20	21	22	19	18	17	15	1	
2	4	5	7	8	12	13	20	23	22	19	18	17	15	1	
2	4	5	7	8	12	13	20	24	22	19	18	17	15	1	
2	4	5	7	8	12	13	21	23	22	19	18	17	15	1	
2	4	5	7	8	12	13	21	24	22	19	18	17	15	1	
2	4	5	7	8	12	13	23	24	22	19	18	17	15	1	
2	4	5	7	8	12	16	20	21	1	22	19	18	17	25	
2	4	5	7	8	12	16	20	23	1	22	19	18	17	25	
2	4	5	7	8	12	16	20	24	1	22	19	18	17	25	
2	4	5	7	8	12	16	21	23	1	22	19	18	17	25	
2	4	5	7	8	12	16	21	24	1	22	19	18	17	25	
2	4	5	7	8	12	16	23	24	1	22	19	18	17	25	
2	4	5	7	8	12	20	21	23	1	22	19	18	17	25	
2	4	5	7	8	12	20	21	24	1	22	19	18	17	25	
2	4	5	7	8	12	20	23	24	1	22	19	18	17	25	
2	4	5	7	8	12	21	23	24	1	22	19	18	17	25	
2	4	5	7	8	13	16	20	21	22	19	18	17	15	1	
2	4	5	7	8	13	16	20	23	22	19	18	17	15	1	
2	4	5	7	8	13	16	20	24	22	19	18	17	15	1	
2	4	5	7	8	13	16	21	23	22	19	18	17	15	1	
2	4	5	7	8	13	16	21	24	22	19	18	17	15	1	
2	4	5	7	8	13	16	23	24	22	19	18	17	15	1	
2	4	5	7	8	13	20	21	23	22	19	18	17	15	1	
2	4	5	7	8	13	20	21	24	22	19	18	17	15	1	
2	4	5	7	8	13	20	23	24	22	19	18	17	15	1	
2	4	5	7	8	13	21	23	24	22	19	18	17	15	1	
2	4	5	7	8	16	20	21	23	1	22	19	18	17	25	
2	4	5	7	8	16	20	21	24	1	22	19	18	17	25	
2	4	5	7	8	16	20	23	24	1	22	19	18	17	25	
2	4	5	7	8	16	21	23	24	1	22	19	18	17	25	
2	4	5	7	8	20	21	23	24	1	22	19	18	17	25	
2	4	5	7	10	12	13	16	20	22	19	18	17	15	1	
2	4	5	7	10	12	13	16	21	22	19	18	17	15	1	
2	4	5	7	10	12	13	16	23	22	19	18	17	15	1	
2	4	5	7	10	12	13	16	24	22	19	18	17	15	1	
2	4	5	7	10	12	13	20	21	22	19	18	17	15	1	
2	4	5	7	10	12	13	20	23	22	19	18	17	15	1	
2	4	5	7	10	12	13	20	24	22	19	18	17	15	1	
2	4	5	7	10	12	13	21	23	22	19	18	17	15	1	
2	4	5	7	10	12	13	21	24	22	19	18	17	15	1	
2	4	5	7	10	12	13	23	24	22	19	18	17	15	1	
2	4	5	7	10	12	16	20	21	1	22	19	18	17	25	
2	4	5	7	10	12	16	20	23	1	22	19	18	17	25	
2	4	5	7	10	12	16	20	24	1	22	19	18	17	25	
2	4	5	7	10	12	16	21	23	1	22	19	18	17	25	
2	4	5	7	10	12	16	21	24	1	22	19	18	17	25	
2	4	5	7	10	12	16	23	24	1	22	19	18	17	25	
2	4	5	7	10	12	20	21	23	1	22	19	18	17	25	
2	4	5	7	10	12	20	21	24	1	22	19	18	17	25	
2	4	5	7	10	12	20	23	24	1	22	19	18	17	25	
2	4	5	7	10	12	21	23	24	1	22	19	18	17	25	
2	4	5	7	10	13	16	20	21	22	19	18	17	15	1	
2	4	5	7	10	13	16	20	23	22	19	18	17	15	1	
2	4	5	7	10	13	16	20	24	22	19	18	17	15	1	
2	4	5	7	10	13	16	21	23	22	19	18	17	15	1	
2	4	5	7	10	13	16	21	24	22	19	18	17	15	1	
2	4	5	7	10	13	16	23	24	22	19	18	17	15	1	
2	4	5	7	10	13	20	21	23	22	19	18	17	15	1	
2	4	5	7	10	13	20	21	24	22	19	18	17	15	1	
2	4	5	7	10	13	20	23	24	22	19	18	17	15	1	
2	4	5	7	10	13	21	23	24	22	19	18	17	15	1	
2	4	5	7	10	16	20	21	23	1	22	19	18	17	25	
2	4	5	7	10	16	20	21	24	1	22	19	18	17	25	
2	4	5	7	10	16	20	23	24	1	22	19	18	17	25	
2	4	5	7	10	16	21	23	24	1	22	19	18	17	25	
2	4	5	7	10	20	21	23	24	1	22	19	18	17	25	
2	4	5	7	12	13	16	20	21	22	19	18	17	15	1	
2	4	5	7	12	13	16	20	23	22	19	18	17	15	1	
2	4	5	7	12	13	16	20	24	22	19	18	17	15	1	
2	4	5	7	12	13	16	21	23	22	19	18	17	15	1	
2	4	5	7	12	13	16	21	24	22	19	18	17	15	1	
2	4	5	7	12	13	16	23	24	22	19	18	17	15	1	
2	4	5	7	12	13	20	21	23	22	19	18	17	15	1	
2	4	5	7	12	13	20	21	24	22	19	18	17	15	1	
2	4	5	7	12	13	20	23	24	22	19	18	17	15	1	
2	4	5	7	12	13	21	23	24	22	19	18	17	15	1	
2	4	5	7	12	16	20	21	23	1	22	19	18	17	25	
2	4	5	7	12	16	20	21	24	1	22	19	18	17	25	
2	4	5	7	12	16	20	23	24	1	22	19	18	17	25	
2	4	5	7	12	16	21	23	24	1	22	19	18	17	25	
2	4	5	7	12	20	21	23	24	1	22	19	18	17	25	
2	4	5	7	13	16	20	21	23	22	19	18	17	15	1	
